pos	wav/pos_0000_el-GR-AthinaNeural.wav
pos	wav/pos_0001_el-GR-AthinaNeural.wav
pos	wav/pos_0002_el-GR-AthinaNeural.wav
pos	wav/pos_0003_el-GR-AthinaNeural.wav
pos	wav/pos_0004_el-GR-AthinaNeural.wav
pos	wav/pos_0005_el-GR-AthinaNeural.wav
pos	wav/pos_0006_el-GR-AthinaNeural.wav
pos	wav/pos_0007_el-GR-AthinaNeural.wav
pos	wav/pos_0008_el-GR-AthinaNeural.wav
pos	wav/pos_0009_el-GR-AthinaNeural.wav
pos	wav/pos_0010_el-GR-AthinaNeural.wav
pos	wav/pos_0011_el-GR-AthinaNeural.wav
pos	wav/pos_0012_el-GR-AthinaNeural.wav
pos	wav/pos_0013_el-GR-AthinaNeural.wav
pos	wav/pos_0014_el-GR-AthinaNeural.wav
pos	wav/pos_0015_el-GR-AthinaNeural.wav
pos	wav/pos_0016_el-GR-AthinaNeural.wav
pos	wav/pos_0017_el-GR-AthinaNeural.wav
pos	wav/pos_0018_el-GR-AthinaNeural.wav
pos	wav/pos_0019_el-GR-AthinaNeural.wav
pos	wav/pos_0020_el-GR-AthinaNeural.wav
pos	wav/pos_0021_el-GR-AthinaNeural.wav
pos	wav/pos_0022_el-GR-AthinaNeural.wav
pos	wav/pos_0023_el-GR-AthinaNeural.wav
pos	wav/pos_0024_el-GR-AthinaNeural.wav
pos	wav/pos_0025_el-GR-AthinaNeural.wav
pos	wav/pos_0026_el-GR-AthinaNeural.wav
pos	wav/pos_0027_el-GR-AthinaNeural.wav
pos	wav/pos_0028_el-GR-AthinaNeural.wav
pos	wav/pos_0029_el-GR-AthinaNeural.wav
pos	wav/pos_0030_el-GR-NestorasNeural.wav
pos	wav/pos_0031_el-GR-NestorasNeural.wav
pos	wav/pos_0032_el-GR-NestorasNeural.wav
pos	wav/pos_0033_el-GR-NestorasNeural.wav
pos	wav/pos_0034_el-GR-NestorasNeural.wav
pos	wav/pos_0035_el-GR-NestorasNeural.wav
pos	wav/pos_0036_el-GR-NestorasNeural.wav
pos	wav/pos_0037_el-GR-NestorasNeural.wav
pos	wav/pos_0038_el-GR-NestorasNeural.wav
pos	wav/pos_0039_el-GR-NestorasNeural.wav
pos	wav/pos_0040_el-GR-NestorasNeural.wav
pos	wav/pos_0041_el-GR-NestorasNeural.wav
pos	wav/pos_0042_el-GR-NestorasNeural.wav
pos	wav/pos_0043_el-GR-NestorasNeural.wav
pos	wav/pos_0044_el-GR-NestorasNeural.wav
pos	wav/pos_0045_el-GR-NestorasNeural.wav
pos	wav/pos_0046_el-GR-NestorasNeural.wav
pos	wav/pos_0047_el-GR-NestorasNeural.wav
pos	wav/pos_0048_el-GR-NestorasNeural.wav
